,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
4996.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4997.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
4998.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
4999.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5000.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5001.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5002.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5003.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5004.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5005.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5006.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5007.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5008.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5009.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5010.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5011.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5012.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5013.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5014.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5015.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5016.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5017.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5018.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5019.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5020.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5021.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5022.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5023.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5024.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5025.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5026.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5027.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5028.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5029.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5030.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5031.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5032.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5033.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5034.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5035.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5036.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5037.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5038.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
5039.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5040.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5041.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5042.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5043.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5044.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5045.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5046.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5047.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5048.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5049.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5050.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5051.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5052.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5053.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5054.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5055.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5056.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5057.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5058.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5059.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5060.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5061.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5062.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5063.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5064.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5065.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5066.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5067.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5068.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5069.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5070.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5071.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5072.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5073.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5074.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5075.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5076.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5077.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5078.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5079.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5080.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5081.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5082.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5083.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5084.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5085.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5086.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5087.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5088.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5089.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5090.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5091.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5092.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5093.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5094.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5095.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5096.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5097.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5098.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5099.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5100.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5101.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5102.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5103.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5104.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5105.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5106.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5107.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5108.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5109.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5110.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5111.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5112.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5113.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5114.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5115.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5116.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5117.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5118.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
5119.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5120.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5121.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5122.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5123.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5124.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5125.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5126.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5127.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5128.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5129.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5130.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5131.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5132.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5133.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5134.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5135.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5136.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5137.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5138.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5139.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5140.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5141.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5142.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5143.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5144.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5145.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5146.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5147.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
5148.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5149.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5150.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5151.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5152.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5153.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5154.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5155.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5156.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5157.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5158.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5159.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
5160.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5161.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
5162.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5163.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5164.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5165.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5166.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
5167.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5168.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5169.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5170.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5171.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5172.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5173.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5174.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5175.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5176.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5177.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5178.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5179.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5180.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5181.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5182.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
5183.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5184.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5185.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
5186.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
5187.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
5188.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5189.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5190.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5191.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5192.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
5193.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
5194.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
